WKT	NAME	NAME_EN	NAME_RU	RAILWAY	GAUGE	SERVICE	BRIDGE	TUNNEL	OSM_TYPE	OSM_ID
"LINESTRING (20.1115971 54.7039317,20.1116376 54.7037693,20.1126919 54.6996124,20.1130539 54.6982754,20.1134213 54.6968196,20.1141311 54.6941442,20.114549 54.692519,20.1148276 54.6913971,20.1151369 54.6901659,20.1154638 54.6889472,20.1158784 54.6873226,20.1163347 54.6856988,20.1164814 54.6851099,20.1167378 54.6840125,20.1170071 54.6828205,20.1171038 54.6823938)"				rail	"1520"				way	"623444850"
"LINESTRING (22.5786517 54.62834,22.5790617 54.6283599,22.5794101 54.628406,22.5800625 54.6284596,22.5803762 54.6284989,22.5811784 54.6286165,22.5816704 54.6287052,22.583207 54.6290024,22.5847008 54.6293099,22.5851678 54.6294234,22.586027 54.629669)"				rail		siding			way	"623784060"
"LINESTRING (20.0082779 54.5157734,20.009528 54.5172161,20.0096031 54.5182686,20.0093456 54.5189598,20.0086053 54.5197133,20.0073715 54.5202738,20.0061055 54.5206101,19.9949475 54.5226712,19.9904736 54.5235616,19.9895616 54.523792,19.9887462 54.524178,19.9881561 54.5246762,19.9877592 54.5253922,19.9874266 54.5267495,19.9875124 54.5273722,19.9881132 54.5280321,19.9921473 54.5309831)"				abandoned					way	"595840217"
"LINESTRING (20.5288057 54.7433709,20.5307537 54.7449902,20.5322225 54.7461829,20.533088 54.7468927,20.5344504 54.7479259,20.5350033 54.748365,20.5354467 54.748746,20.5360542 54.7492607)"	"2"			rail	"1520"				way	"569561753"
"LINESTRING (20.4745129 54.7195615,20.4753363 54.7199783,20.4756683 54.7201463,20.4759024 54.720254,20.4759619 54.7202757,20.4760087 54.7202927,20.4760565 54.7203101,20.4761863 54.7203374,20.4763368 54.7203496,20.4764316 54.7203562,20.4765252 54.7203578,20.4767178 54.7203512,20.4770048 54.7203283)"				disused					way	"570771058"
"LINESTRING (22.5890155 54.630367,22.5898002 54.6304024,22.5902657 54.6304083,22.5908899 54.6304083,22.5915448 54.6303609,22.5921076 54.630275,22.592875 54.6301151,22.5932098 54.6300252)"				rail					way	"623797606"
"LINESTRING (22.5791999 54.6284217,22.5798732 54.6285527,22.5857115 54.6297146,22.586356 54.6298453)"				rail		siding			way	"623784065"
"LINESTRING (21.5485321 54.4844327,21.5522569 54.4863799,21.5571773 54.4888923,21.5616217 54.4911721,21.5626202 54.4917273,21.563732 54.4923881,21.5644487 54.4928543,21.5652887 54.4934178,21.5800291 54.5036202,21.5963004 54.5148615,21.6202485 54.5313651,21.6338546 54.540719,21.6344753 54.5411246,21.6354631 54.5417435,21.6367423 54.5424938,21.6377575 54.5430826,21.6525428 54.5509356)"				rail	"1435"	spur			way	"620433074"
"LINESTRING (20.5178486 54.6979816,20.5177079 54.6980194,20.517595 54.6980497,20.517253 54.6981416,20.5170979 54.6981833,20.5169815 54.6982146,20.5169479 54.6982236)"				tram	"1000"				way	"570723939"
"LINESTRING (21.8112302 54.6297078,21.8130031 54.6297544,21.813966 54.6298863,21.8146384 54.6300842)"				rail	"1520"	siding			way	"586369616"
"LINESTRING (20.1182293 54.6788992,20.1184043 54.6786096,20.1184887 54.6784144,20.1186099 54.6779029,20.1187898 54.6770984,20.1189843 54.676277,20.1191936 54.6754088,20.1192413 54.6751138,20.1192707 54.6747572,20.1192927 54.6740206,20.1193515 54.6723054,20.1193339 54.6719309,20.1192941 54.6716846,20.1192634 54.6715712)"				rail	"1520"	siding			way	"623439214"
"LINESTRING (21.8758147 55.0781319,21.87512 55.0774111,21.874739 55.076912,21.8745889 55.0767155,21.874259 55.0762517,21.8738969 55.0756191,21.8736341 55.075183,21.872875 55.0742248,21.8719309 55.0730347,21.8709036 55.0717171,21.8698709 55.0704332,21.8688973 55.0692415,21.8686183 55.068879,21.8683224 55.0686027)"				rail		spur			way	"547696020"
"LINESTRING (20.5856111 54.6596819,20.5851612 54.6597957,20.5844008 54.6600447,20.5841148 54.6601364)"				rail		spur			way	"564266795"
"LINESTRING (20.1172903 54.6819717,20.1175035 54.6810222,20.117524 54.6809291,20.11766 54.680302,20.117704 54.6800832)"				rail	"1520"	spur			way	"623439209"
"LINESTRING (20.1520242 54.7456208,20.1476932 54.7453298,20.144823 54.7451333,20.1369719 54.7446144,20.133498 54.7444079,20.1319196 54.7443007,20.1289837 54.7441336,20.1273092 54.7440128,20.1010885 54.7423055,20.0706868 54.740288,20.0688594 54.7401751,20.0643902 54.7399091,20.0429258 54.73849,20.042726 54.7384771,20.0371177 54.7381159,20.0277338 54.7375114,20.0205884 54.7370283,20.0196205 54.736954)"				rail	"1520"				way	"549399665"
"LINESTRING (22.5789146 54.6284333,22.5792808 54.6285017,22.5856871 54.62976,22.5863237 54.6298959)"				rail		siding			way	"623784064"
"LINESTRING (20.5171707 54.698346,20.5171588 54.6983395,20.5169479 54.6982236,20.516866 54.6982438,20.5164514 54.6983458,20.5162672 54.6983911,20.5161528 54.6984193,20.5156553 54.6985469,20.515235 54.6986547,20.5142779 54.6988419,20.5135466 54.6990235,20.5134279 54.6991304,20.5133395 54.69921,20.5133035 54.6993698,20.513261 54.6995587,20.5132546 54.6995872,20.5131811 54.6996292,20.513152 54.6996458,20.5130493 54.699645,20.5126304 54.6996416,20.5103774 54.6994922,20.509507 54.6994354,20.5071169 54.6992795,20.5069111 54.6992661,20.504937 54.6991761,20.5048435 54.6991695,20.5043394 54.6991342,20.5037616 54.6990538,20.5036867 54.6990357,20.5033896 54.6989641,20.5032033 54.6989191,20.5030544 54.698883,20.5030143 54.6988733,20.5029944 54.6988685,20.5029696 54.6988625,20.5028857 54.6988422,20.5027684 54.698823,20.5023078 54.6987478,20.502043 54.6987045,20.5008685 54.6985318,20.5006955 54.6985152,20.5006769 54.6985135,20.5004405 54.6984923,20.4996074 54.6984176,20.4995254 54.6984103,20.4988379 54.6982783,20.4985799 54.6982288,20.4984895 54.6982114,20.4983827 54.6981911,20.4979984 54.6981182,20.4960968 54.6977186,20.4958464 54.697666,20.4950149 54.6974693,20.4949123 54.6974273,20.4947347 54.6973547)"				tram	"1000"				way	"570723940"
"LINESTRING (20.1115498 54.7041225,20.1115971 54.7039317)"				rail	"1520"		yes		way	"623444849"
"LINESTRING (20.118584 54.674982,20.1185197 54.6746826,20.1184339 54.6744362,20.1183879 54.6742343,20.1183695 54.6740606,20.1184002 54.67335)"				rail	"1520"	siding			way	"623439217"
"LINESTRING (21.867913 55.0683374,21.8680509 55.0686241,21.8682795 55.0689823,21.8685059 55.0693924,21.8688078 55.0698465,21.8692803 55.0704719,21.870004 55.0713704,21.8708659 55.0724668,21.8720449 55.0739727,21.8738906 55.076256,21.8740699 55.0764606,21.8743021 55.0766982)"				rail		spur			way	"547696010"
"LINESTRING (21.8149596 54.6301795,21.8146384 54.6300842)"				rail	"1520"	siding			way	"586369614"
"LINESTRING (20.1178021 54.6796802,20.1179095 54.6794376,20.117994 54.6792675,20.1180733 54.6790649,20.1182626 54.6786079,20.1183444 54.6783579,20.118435 54.6779541,20.1185892 54.6772609,20.1187975 54.6763927,20.1189967 54.6754731,20.1190826 54.6750337,20.1191009 54.6748193,20.1191224 54.6738606,20.1191714 54.6723562,20.1191714 54.6720798,20.1191285 54.6717714,20.1190151 54.6711281)"				rail	"1520"	siding			way	"623439212"
"LINESTRING (21.8739686 55.0760415,21.8736277 55.0756138,21.8724268 55.0741028,21.8702971 55.0714568,21.8691438 55.0699626,21.8689807 55.0696739)"				rail		spur			way	"547696017"
"LINESTRING (21.555667 54.5093935,21.5618897 54.5057806,21.5625227 54.5056498,21.5637244 54.5056747,21.5648071 54.5058498)"				abandoned					way	"620635079"
"LINESTRING (21.8682647 55.068818,21.8688191 55.0694791,21.8689807 55.0696739,21.8694168 55.0701997,21.870101 55.0710728,21.8734596 55.0752956,21.8738145 55.0757595,21.8739686 55.0760415,21.8741931 55.0763405,21.8743188 55.0765081,21.874435 55.0767325)"				rail		spur			way	"547696016"
"LINESTRING (21.8658123 55.0667782,21.8665681 55.0672208,21.8670374 55.0675483,21.867446 55.067912,21.8677262 55.0682235,21.8679341 55.068527,21.8683026 55.0691615)"	1Б			rail	"1520"	siding			way	"547696015"
"LINESTRING (21.5480909 54.4842088,21.5485321 54.4844327)"				rail	"1435"	spur	yes		way	"620433075"
"LINESTRING (21.8660857 55.0657616,21.8667715 55.06643)"				rail		spur			way	"547696024"
"LINESTRING (21.8776728 55.079902,21.8772605 55.079544,21.8769601 55.0792331,21.8766235 55.0787971)"				rail		spur			way	"547695997"
"LINESTRING (22.586356 54.6298453,22.5869265 54.6299939,22.5872723 54.6300992,22.5875647 54.6301673)"				rail		siding			way	"623797592"
"LINESTRING (21.8680956 55.0685812,21.8677255 55.0678766,21.8677148 55.0678562,21.8674206 55.0673682,21.8672992 55.0671142,21.8667715 55.06643,21.8666351 55.0662532,21.8659603 55.065394,21.8647125 55.0638254,21.8642691 55.0633598)"				rail		spur			way	"547696023"
"LINESTRING (21.8682509 55.0683015,21.8688114 55.0690142,21.86949 55.0698573,21.8715986 55.0725221,21.8737141 55.075177,21.8740784 55.0757853,21.8744636 55.0764336,21.874739 55.076912)"				rail		spur			way	"547696021"
"LINESTRING (21.8767111 55.079275,21.877167 55.0797165,21.8773882 55.0799495,21.8782217 55.0810091,21.8791549 55.08217,21.8806106 55.083981,21.8809893 55.0845775,21.8811911 55.0848915,21.8813091 55.085084,21.8815787 55.0853726)"				rail		spur			way	"547695992"
"LINESTRING (20.4770105 54.7203584,20.4766812 54.7203823,20.4765209 54.7203837,20.4764517 54.7203818,20.476175 54.7203623,20.4760358 54.7203305,20.4759976 54.7203158,20.4759023 54.720279,20.4758203 54.7202474,20.4756446 54.7201609,20.4753305 54.7200043,20.4753126 54.7199953,20.474464 54.7195663)"				disused					way	"570771057"
"LINESTRING (21.8771289 55.0804887,21.8769616 55.0801583)"				rail					way	"547696003"
"LINESTRING (20.0205884 54.7370283,20.0196831 54.7370291,20.0195937 54.7370327)"				disused					way	"549399663"
"LINESTRING (21.8773569 55.0807033,21.8775277 55.0810373,21.8779383 55.0816086,21.8784668 55.0822683,21.8791071 55.0830677,21.8793828 55.0833088)"				rail		spur			way	"547696000"
"LINESTRING (21.8769096 55.0793681,21.8765368 55.0789412,21.8762712 55.078651,21.8761097 55.078508)"				rail		spur			way	"547695998"
"LINESTRING (21.8703317 55.0720769,21.8697724 55.0713919,21.8689811 55.0703998,21.8686405 55.0699314,21.8684635 55.0694797)"				rail		spur			way	"547696013"
"LINESTRING (21.8784337 55.0808789,21.8782251 55.0806013,21.8781175 55.0804581,21.8777739 55.0800286,21.8776728 55.079902,21.8768928 55.0789254)"				rail		spur			way	"547695995"
"LINESTRING (22.5809538 54.6284823,22.5813281 54.6284947,22.5816811 54.6284947,22.5820518 54.628472,22.582173 54.6284617,22.5824155 54.6284266,22.582993 54.6283048,22.5837203 54.6281356)"				rail		spur			way	"623784069"
"LINESTRING (21.8701718 55.0737783,21.8705523 55.074027,21.8710206 55.0742836,21.8715583 55.0745623,21.8718895 55.0747987,21.8723501 55.07517,21.8727306 55.0755378,21.8731327 55.0759214,21.8736149 55.0763792,21.8740012 55.0766639)"				rail		spur			way	"547696008"
"LINESTRING (20.117994 54.6792675,20.1182293 54.6788992,20.118347 54.6786153,20.1184007 54.6784496,20.1184647 54.67821,20.1186842 54.6772361,20.1189968 54.6759108,20.1191684 54.6751028,20.119196 54.6748671,20.1192113 54.6744542,20.1192389 54.6730366,20.1192634 54.67228,20.1192542 54.6719132,20.1191867 54.6715889,20.1190151 54.6711281)"				rail	"1520"	siding			way	"623439213"
"LINESTRING (20.117704 54.6800832,20.1178021 54.6796802,20.1179428 54.6790782,20.1181065 54.6783594,20.1182702 54.677611,20.1186258 54.6760166,20.1187537 54.6754575,20.1188252 54.6750762,20.1188582 54.6746623,20.1188729 54.6741528,20.1189269 54.6725923,20.1189659 54.6715714,20.1189527 54.6712866,20.118868 54.6706798)"				rail	"1520"	siding			way	"623439211"
"LINESTRING (21.8678635 55.0678092,21.8685749 55.0684008,21.8689412 55.0686896,21.8692094 55.0689755,21.8701777 55.0701918,21.8710092 55.0712269,21.8717361 55.0721406,21.8728304 55.0735058,21.8736378 55.0744967,21.8740667 55.0751321,21.8743147 55.0756046,21.8745596 55.0761051,21.8747082 55.0765123,21.8748339 55.0768081,21.8749683 55.0770239,21.8756601 55.0779347,21.8758147 55.0781319,21.8761097 55.078508,21.8767111 55.079275,21.8768737 55.0794823,21.8774571 55.0802166,21.8781976 55.0812285)"				rail		spur			way	"547695991"
"LINESTRING (21.8754439 55.0778733,21.8757352 55.0781547,21.8765665 55.0791893,21.8781976 55.0812285,21.8806955 55.0843511,21.8810817 55.0848596,21.8812436 55.0850891)"				rail		spur			way	"547695990"
"LINESTRING (21.8840583 55.0882752,21.8842418 55.088543,21.8843909 55.0888892,21.8843909 55.0892576,21.8843577 55.0893951,21.884305 55.0896137,21.8841763 55.0899944,21.8840046 55.0902093,21.8839241 55.0903351,21.8836867 55.0905706,21.8834137 55.0907207,21.8823631 55.0911794,21.8813653 55.0915561,21.8802358 55.0919559,21.8798015 55.0920935,21.8790069 55.0923035,21.8779841 55.0925151,21.8775341 55.0926022,21.8771932 55.0926342,21.8765897 55.0926474,21.87646 55.0926503,21.8759883 55.0926783,21.8755353 55.0927719,21.8750246 55.092943,21.8748815 55.092991,21.8744052 55.0930966)"				rail		spur			way	"547696002"
"LINESTRING (21.8817572 55.085568,21.8821381 55.0860659)"				rail		spur			way	"547695988"
"LINESTRING (20.0195937 54.7370327,20.0194099 54.737044)"				disused			yes		way	"549399662"
"LINESTRING (21.8686405 55.0699314,21.8682274 55.0692126,21.8678438 55.0685415,21.8672699 55.0679425,21.8664384 55.0672944)"				rail		spur			way	"547696014"
"LINESTRING (21.876242 55.0925613,21.8765884 55.0923884,21.8768709 55.0922173,21.8772632 55.09189,21.8775411 55.0916722,21.8779404 55.0914517,21.8785545 55.0911871,21.8795305 55.0907782)"				rail		spur			way	"547683551"
"LINESTRING (21.877683 55.0795595,21.8780189 55.0801653,21.8781851 55.0804713)"				rail		spur			way	"547695994"
"LINESTRING (21.8715885 55.0916303,21.8713358 55.0916732,21.8709333 55.0917441)"				rail		spur			way	"547683548"
"LINESTRING (21.8785048 55.0884555,21.8774498 55.0887626,21.8759514 55.0892856,21.8752547 55.0895764,21.8749091 55.0897398,21.8746307 55.0898715,21.8734199 55.0903229,21.8728317 55.0905425)"				rail		spur			way	"547683547"
"LINESTRING (21.5481429 54.4841863,21.54857 54.4844031)"				rail	"1520"		yes		way	"620433076"
"LINESTRING (21.8803488 55.0846403,21.8797593 55.0838829,21.8793569 55.0834245,21.8789914 55.0830452,21.8785569 55.082514,21.8778814 55.0816866,21.8776618 55.081391,21.8774687 55.0810652,21.8774155 55.0809883)"				rail		spur			way	"547695999"
"LINESTRING (21.0574794 54.6341743,21.0582563 54.6343902,21.0588276 54.6345299,21.0593344 54.6345775,21.0602665 54.6347723,21.0611749 54.6349353)"				rail		siding			way	"504091395"
"LINESTRING (21.0833915 54.6344646,21.0828526 54.6343939,21.0825223 54.6343591,21.0820234 54.6342815,21.0816237 54.6342334,21.0809103 54.6341573,21.080296 54.634075,21.0793439 54.6339617,21.0789737 54.6339136,21.0786545 54.6338825)"				abandoned					way	"521655792"
"LINESTRING (21.0704603 54.635971,21.070919 54.636045,21.0713357 54.6361082,21.071493 54.636132,21.0721368 54.6361972,21.0726169 54.6362174,21.074305 54.6362278,21.0752391 54.6362449,21.0757645 54.6362429,21.0762972 54.6362323,21.0770355 54.6362159,21.0777824 54.6361608,21.078782 54.6360865)"				rail	"1520"				way	"521655707"
"LINESTRING (21.0575476 54.6342655,21.058259 54.6344476,21.0587794 54.6345904,21.059415 54.6347348,21.0601312 54.6348947,21.0610282 54.635017)"				rail					way	"521655705"
"LINESTRING (21.0890069 54.6337408,21.0887733 54.6337521,21.0879526 54.6337381,21.0872606 54.6336263,21.0867188 54.6334462,21.0850987 54.6327569,21.083425 54.6319403)"				abandoned		spur			way	"485011735"
"LINESTRING (21.065712 54.635223,21.0662515 54.6351806,21.0665448 54.6351626,21.0676715 54.6351038,21.068092 54.6351121)"				rail	"1520"	spur			way	"521655659"
"LINESTRING (21.8782105 55.0881933,21.8772637 55.0884681,21.8767138 55.0886462,21.8764134 55.0888135,21.875987 55.0891328,21.8755229 55.0894259,21.8752547 55.0895764)"				rail		spur			way	"547683546"
"LINESTRING (21.8778136 55.0882519,21.8783085 55.0880328,21.8784717 55.0879835,21.879678 55.087622)"				rail		spur			way	"547683544"
"LINESTRING (21.8754575 55.0781203,21.8750063 55.0775404,21.8746311 55.0770785,21.8744064 55.0768698,21.8741286 55.0766074,21.8737729 55.0762721)"				rail		spur			way	"547696006"
"LINESTRING (21.8771199 55.0800091,21.8774026 55.0804199,21.8776748 55.0808951,21.8778947 55.081216,21.8782488 55.0816689,21.8804497 55.0844009,21.8807578 55.084726,21.8811537 55.085114,21.8814329 55.0854003)"				rail		spur			way	"547695989"
"LINESTRING (21.0593344 54.6345775,21.0600733 54.6346752,21.0605161 54.6347484,21.0612519 54.6348852,21.0619668 54.6349968,21.0625105 54.6350755,21.0628702 54.6351169,21.0635211 54.6351918,21.0646119 54.6352461,21.0650438 54.6352526,21.0659544 54.6352573)"				rail		siding			way	"504091393"
"LINESTRING (20.4949959 54.710086,20.4952612 54.7100529,20.4955405 54.710018,20.4957291 54.7099846,20.4960272 54.7098896,20.4963088 54.7097842,20.4966709 54.7096323,20.4969847 54.7094634,20.4972194 54.7093007,20.4975576 54.709053,20.4977398 54.7089195,20.4979544 54.7087119,20.4984479 54.7082005,20.4987268 54.7078441,20.4988019 54.7076984,20.4988824 54.7075063,20.4989039 54.7073761,20.4989253 54.7072583,20.4989361 54.7071901,20.4989521 54.7071034,20.4989548 54.7070382,20.4989491 54.7069573,20.4989146 54.706843,20.4988556 54.706623,20.4987925 54.7064633)"				disused					way	"464712517"
"LINESTRING (21.8791549 55.08217,21.8788552 55.0816301,21.8785447 55.081074,21.8784337 55.0808789,21.8782832 55.0806142,21.8781851 55.0804713,21.8779446 55.080121,21.8774262 55.0794701)"				rail		spur			way	"547695993"
"LINESTRING (21.0853457 54.6345631,21.0850572 54.6345826,21.0842069 54.6345609,21.0833915 54.6344646,21.0826834 54.6344259,21.082077 54.634356,21.0813341 54.6342598,21.0802156 54.6341169,21.0796818 54.6340595,21.0791883 54.6339788,21.0789764 54.6339322,21.0786545 54.6338825,21.0783058 54.6338204,21.0776916 54.6337506)"				abandoned		spur			way	"485011733"
"LINESTRING (21.8684369 55.0687752,21.8689015 55.0693515,21.8727335 55.0741589,21.8734732 55.0750788,21.8736797 55.0753765,21.874031 55.076023,21.8741931 55.0763405)"				rail		spur			way	"547696019"
"LINESTRING (21.0602665 54.6347723,21.0609278 54.6349378,21.0610548 54.6349623)"				rail		siding			way	"521655657"
"LINESTRING (20.4417431 54.7653732,20.4360367 54.7662083,20.4342047 54.7665694,20.4332324 54.7668156,20.4321587 54.7671353,20.4314829 54.7674223,20.4299365 54.7681924,20.4290435 54.7687184,20.4282693 54.7692625,20.4208247 54.7749907,20.4200798 54.7754119,20.4189727 54.7758225,20.418382 54.7760502,20.4174416 54.7763002,20.4162825 54.7764918,20.407029 54.7775585,20.3984279 54.7785412,20.3963793 54.7787424,20.3940692 54.7787498,20.3926304 54.7786523,20.3903988 54.7782067,20.3845538 54.7763601,20.3824961 54.7758658,20.3815582 54.7757439,20.3803888 54.7756882,20.3790584 54.7757254,20.3769633 54.7758376,20.3753169 54.7759747,20.3704405 54.776381,20.3618036 54.7771544,20.3605733 54.7773105,20.3590477 54.7777008,20.3572268 54.7785239,20.3546366 54.7796798,20.3536397 54.7800093)"				rail	"1520"				way	"480296799"
"LINESTRING (20.3536397 54.7800093,20.3515362 54.7807157,20.350447 54.78107,20.3499028 54.7812389,20.3466023 54.7822536,20.3460019 54.7824369)"				rail	"1520"				way	"480296798"
"LINESTRING (20.2801588 54.6921865,20.2923414 54.6921114,20.3038802 54.6927167,20.3066513 54.6933263,20.3088581 54.6939818,20.3103807 54.6944651,20.3111646 54.6947125,20.3116682 54.6949482,20.3122154 54.6953071,20.3127434 54.6956338,20.3129748 54.6958973,20.3134255 54.6966088,20.3135731 54.6970976,20.3135849 54.6975174,20.3138354 54.698551,20.3140529 54.6988999,20.3146782 54.6995225,20.3151305 54.6998126,20.3163226 54.7003643,20.3196699 54.701242)"				construction					way	"478907801"
